drug_1_name,drug_2_name,weight
Nabilone,Epinephrine,1
Amikacin,Tolmetin,1
Butalbital,Flunarizine,1
Fosaprepitant,Palbociclib,1
Methocarbamol,Orphenadrine,1
Orciprenaline,Pindolol,1
Triamterene,Enoxaparin,1
Ritonavir,Captopril,1
Risedronic acid,Rifapentine,1
Quinapril,Azathioprine,1
Vorapaxar,Ibrutinib,1
Nitrous oxide,Paraldehyde,1
Pravastatin,Sodium bicarbonate,1
Diltiazem,Siltuximab,1
Fluphenazine,Galantamine,1
Quinidine,Crizotinib,1
Metipranolol,Ruxolitinib,1
Gliclazide,Cyproterone acetate,1
Brimonidine,Flibanserin,1
Octreotide,Lumefantrine,1
Palonosetron,Doxorubicin,1
Codeine,Stiripentol,1
Trifluoperazine,Ramosetron,1
Nisoldipine,Magnesium sulfate,1
Chlorpheniramine,Cimetropium,1
Nelfinavir,Darifenacin,1
Hydrocortisone,Ceritinib,1
Hydrocortisone,Tolbutamide,1
Praziquantel,Enzalutamide,1
Aminosalicylic acid,Acenocoumarol,1
Leuprolide,Sulfamethoxazole,1
Lopinavir,Rilpivirine,1
Triflupromazine,Tedizolid phosphate,1
Moexipril,Icatibant,1
Naproxen,Netilmicin,1
Oxaprozin,Glucosamine,1
Tranylcypromine,Perphenazine,1
Torasemide,Cilazapril,1
Metoclopramide,Vortioxetine,1
Maraviroc,Stiripentol,1
Perhexiline,Amobarbital,1
Sulfisoxazole,Amrinone,1
Insulin lispro,Gliclazide,1
Methylphenidate,Perindopril,1
Acenocoumarol,Deferasirox,1
Fosamprenavir,Sonidegib,1
Butorphanol,Perampanel,1
Fentanyl,Chlormezanone,1
Linezolid,Granisetron,1
Ethoxzolamide,Fosphenytoin,1
Norethisterone,Linagliptin,1
Norethisterone,Tolbutamide,1
Acetaminophen,Heptabarbital,1
Perphenazine,Minocycline,1
Citalopram,Edetic acid,1
Fluconazole,Modafinil,1
Duloxetine,Ibrutinib,1
Voriconazole,Verapamil,1
Metoprolol,Lidocaine,1
Voriconazole,Magnesium sulfate,1
Isosorbide dinitrate,Fusidic acid,1
Buspirone,Mifepristone,1
Thioridazine,Pimozide,1
Alendronic acid,Arbekacin,1
Ergotamine,Ondansetron,1
Chlorotrianisene,Griseofulvin,1
Acetazolamide,Phendimetrazine,1
Metoprolol,Ketoconazole,1
Praziquantel,Dabrafenib,1
Peginterferon alfa-2b,Metamizole,1
Tryptophan,Vilazodone,1
Droperidol,Methotrimeprazine,1
Butabarbital,Propranolol,1
Metyrosine,Chlorprothixene,1
Cyclacillin,Acenocoumarol,1
Vardenafil,Terazosin,1
Ranolazine,Pazopanib,1
Tenofovir disoproxil,Naproxen,1
Minoxidil,Hexobarbital,1
Mifepristone,Ergometrine,1
Warfarin,Cefuroxime,1
Goserelin,Azithromycin,1
Dabrafenib,Daclatasvir,1
Fluvoxamine,Cimetidine,1
Ranolazine,Tolvaptan,1
Butorphanol,Oxymorphone,1
Aripiprazole,Siltuximab,1
Dronedarone,Lurasidone,1
Vardenafil,Guanfacine,1
Nelfinavir,Cortisone acetate,1
Roflumilast,Ruxolitinib,1
Perphenazine,Quinagolide,1
Histrelin,Linagliptin,1
Olanzapine,Maprotiline,1
Ethanol,Pipotiazine,1
Verapamil,Afatinib,1
Amlodipine,Rifabutin,1
Mometasone,Corticorelin ovine triflutate,1
Trifluoperazine,Tiotropium,1
Brimonidine,Doxazosin,1
Insulin detemir,Brexpiprazole,1
Phenobarbital,Bedaquiline,1
Carvedilol,Gemfibrozil,1
Clorazepic acid,Perampanel,1
Butabarbital,Risedronic acid,1
Dyphylline,Dobutamine,1
Haloperidol,Fesoterodine,1
Metipranolol,Ivabradine,1
Risperidone,Felodipine,1
Iobenguane,Vilanterol,1
Eszopiclone,Hydrocodone,1
Sufentanil,Rasagiline,1
Methadone,Rifampicin,1
Alfuzosin,Ivacaftor,1
Idarubicin,Tesmilifene,1
Methylphenidate,Benzquinamide,1
Dofetilide,Tolterodine,1
Insulin human,Insulin aspart,1
Secobarbital,Isosorbide,1
Isradipine,Rifampicin,1
Bosentan,Vandetanib,1
Ethotoin,Sodium oxybate,1
Fexofenadine,Magnesium oxide,1
Dihydroergotamine,Zuclopenthixol,1
Oxybutynin,Itraconazole,1
Butorphanol,Acepromazine,1
Papaverine,Heptabarbital,1
Mycophenolic acid,Ticarcillin,1
Meperidine,Naltrexone,1
Insulin lispro,Tolazamide,1
Fluoxetine,Amisulpride,1
Methocarbamol,Paraldehyde,1
Darunavir,Flibanserin,1
Olanzapine,Bromazepam,1
Hydrocodone,Lurasidone,1
Bosutinib,Daclatasvir,1
Diazoxide,Nebivolol,1
Metformin,Cephalexin,1
Nefazodone,Molindone,1
Acebutolol,Dronedarone,1
Verapamil,Atracurium besylate,1
Solifenacin,Idelalisib,1
Mitotane,Silodosin,1
Dronabinol,Mitotane,1
Clopidogrel,Pioglitazone,1
Rifampicin,Raltegravir,1
Midodrine,Dronabinol,1
Furosemide,Pentoxifylline,1
Eplerenone,Ketoprofen,1
Dofetilide,Lithium cation,1
Ethynodiol diacetate,Simeprevir,1
Desipramine,Cathinone,1
Fexofenadine,Paraldehyde,1
Ketoprofen,Obinutuzumab,1
Diazoxide,Terazosin,1
Fluconazole,Perhexiline,1
Succinylcholine,Framycetin,1
Zafirlukast,Lumacaftor,1
Valsartan,Butabarbital,1
Salicylic acid,Ammonium chloride,1
Isoflurophate,Norethisterone,1
Fluvastatin,Gemfibrozil,1
Midodrine,Benzylpenicilloyl polylysine,1
Eszopiclone,Fosaprepitant,1
Docetaxel,Idelalisib,1
Aprepitant,Tolbutamide,1
Mequitazine,Tedizolid phosphate,1
Ampicillin,Tobramycin,1
Calcium acetate,Phendimetrazine,1
Brimonidine,Lisinopril,1
Minocycline,Lurasidone,1
Warfarin,Collagenase clostridium histolyticum,1
Diazepam,Etravirine,1
Anagrelide,Obinutuzumab,1
Vincristine,Saquinavir,1
Tolazamide,Vildagliptin,1
Ranitidine,Iron Dextran,1
Trastuzumab,Palbociclib,1
Glimepiride,Trimethoprim,1
Felbamate,Fusidic acid,1
Tapentadol,Dexchlorpheniramine maleate,1
Promazine,Minocycline,1
Ibritumomab tiuxetan,Aspirin,1
Tetrabenazine,Brexpiprazole,1
Fluconazole,Flibanserin,1
Lorazepam,Pramipexole,1
Duloxetine,Eliglustat,1
Caffeine,Aspirin,1
Cyproheptadine,Aclidinium,1
Tacrolimus,Tipranavir,1
Indinavir,Ranolazine,1
Ramipril,Trimethoprim,1
Alendronic acid,Iron Dextran,1
Quetiapine,Methotrimeprazine,1
Tamsulosin,Nadolol,1
Ethanol,Flibanserin,1
Topiramate,Furosemide,1
Metformin,Insulin detemir,1
Octreotide,Bisoprolol,1
Vinorelbine,Tofacitinib,1
Olanzapine,Methylphenidate,1
Triflupromazine,Donepezil,1
Methohexital,Mannitol,1
Reserpine,Amitriptyline,1
Tositumomab,Dabigatran etexilate,1
Flunisolide,Crizotinib,1
Bosentan,Praziquantel,1
Ibuprofen,Morniflumate,1
Doxylamine,Suvorexant,1
Pentamidine,Mequitazine,1
Trimipramine,Perphenazine,1
Urokinase,Naproxen,1
Botulinum toxin type B,Maprotiline,1
Olmesartan,Vardenafil,1
Sirolimus,Tocilizumab,1
Tiagabine,Deferasirox,1
Nelfinavir,Praziquantel,1
Warfarin,Dexmethylphenidate,1
Doxylamine,Meclizine,1
Linezolid,Bezafibrate,1
Mitotane,Pimozide,1
Pentoxifylline,Dalteparin,1
Cyclopentolate,Itopride,1
Siltuximab,Rolapitant,1
Secobarbital,Isometheptene,1
Etonogestrel,Alogliptin,1
Vitamin D3,Mineral oil,1
Azithromycin,Doxorubicin,1
Sotalol,Pentoxifylline,1
Clonidine,Azelastine,1
Amoxapine,Fluphenazine,1
Fluphenazine,Quinagolide,1
Dicoumarol,Zafirlukast,1
Dipyridamole,Saquinavir,1
Ardeparin,Captopril,1
Betaxolol,Midodrine,1
Bezafibrate,Colchicine,1
Nabilone,Methsuximide,1
Cobicistat,Palbociclib,1
Formoterol,Dexmethylphenidate,1
Formoterol,Armodafinil,1
Probenecid,Avibactam,1
Zolmitriptan,Tranylcypromine,1
Brimonidine,Metolazone,1
Chlorpropamide,Warfarin,1
Carvedilol,Acetylcholine,1
Tryptophan,Rasagiline,1
Acetaminophen,Warfarin,1
Oxaliplatin,Bupropion,1
Saquinavir,Simeprevir,1
Dasatinib,Vortioxetine,1
Cyclosporine,Modafinil,1
Bexarotene,Eplerenone,1
Rifampicin,Vandetanib,1
Magnesium sulfate,Nifedipine,1
Clonidine,Ruxolitinib,1
Budesonide,Tofacitinib,1
Metoclopramide,Asenapine,1
Bortezomib,Saquinavir,1
Vitamin C,Norgestimate,1
Phenelzine,Fencamfamin,1
Sertraline,Apixaban,1
Azathioprine,Denosumab,1
Minocycline,Pancuronium,1
Nelfinavir,Triazolam,1
Caffeine,Bendroflumethiazide,1
Clozapine,Almotriptan,1
Ethotoin,Orlistat,1
Simeprevir,Etravirine,1
Metoclopramide,Sertindole,1
Gliquidone,Cyproterone acetate,1
Linezolid,Tedizolid phosphate,1
Tranylcypromine,Escitalopram,1
Trastuzumab,Ibrutinib,1
Amitriptyline,Isocarboxazid,1
Methohexital,Enalaprilat,1
Fenoprofen,Ribostamycin,1
Vemurafenib,Afatinib,1
Cyclophosphamide,Indapamide,1
Reteplase,Acenocoumarol,1
Clozapine,Repaglinide,1
Amphetamine,Omeprazole,1
Ketorolac,Warfarin,1
Deferasirox,Ixazomib,1
Topiramate,Chlorpromazine,1
Ondansetron,Vilazodone,1
Caffeine,Ethanol,1
Rifapentine,Etravirine,1
Gliquidone,Estrone sulfate,1
Diazepam,Mifepristone,1
Losartan,Dapoxetine,1
Indinavir,Trazodone,1
Pentobarbital,Magnesium sulfate,1
Bromocriptine,Nadolol,1
Brimonidine,Alfentanil,1
Piroxicam,Phenprocoumon,1
Lorazepam,Cyclobenzaprine,1
Sulpiride,Glycopyrronium,1
Protriptyline,Hydroxyzine,1
Aldesleukin,Nesiritide,1
Phendimetrazine,Doxofylline,1
Boceprevir,Levomilnacipran,1
Isradipine,Voriconazole,1
Pemetrexed,Mefenamic acid,1
Etravirine,Rilpivirine,1
Theophylline,Ethynodiol diacetate,1
Acarbose,Stanolone,1
Paroxetine,Meloxicam,1
Apraclonidine,Mianserin,1
Acetaminophen,Epinephrine,1
Methohexital,Carteolol,1
Caffeine,Diclofenamide,1
Risperidone,Rivastigmine,1
Tranylcypromine,Tetrabenazine,1
Levofloxacin,Calcium carbonate,1
Bortezomib,Lopinavir,1
Ketazolam,Teduglutide,1
Phentermine,Trifluoperazine,1
Olanzapine,Amoxapine,1
Pramipexole,Methohexital,1
Maraviroc,Siltuximab,1
Miconazole,Acenocoumarol,1
Enoxaparin,Desvenlafaxine,1
Cocaine,Iobenguane,1
Acepromazine,Lumefantrine,1
Imatinib,Topotecan,1
Dapsone,Luliconazole,1
Rasagiline,Tetryzoline,1
Mitomycin,Vindesine,1
Vildagliptin,Buserelin,1
Erythromycin,Pazopanib,1
Floctafenine,Limaprost,1
Carphenazine,Vortioxetine,1
Nalbuphine,Orphenadrine,1
Ethanol,Lurasidone,1
Octreotide,Ibutilide,1
Ramipril,Triamterene,1
Eplerenone,Cobicistat,1
Triprolidine,Umeclidinium,1
Linezolid,Milnacipran,1
Vemurafenib,Cobicistat,1
Calcium carbonate,Sofosbuvir,1
Nabumetone,Pemetrexed,1
Ticlopidine,Pimozide,1
Promazine,Tetrabenazine,1
Salicylic acid,Levomilnacipran,1
Aldesleukin,Isoxsuprine,1
Rosiglitazone,Isosorbide mononitrate,1
Levobupivacaine,Ceritinib,1
Dasatinib,Tolvaptan,1
Mirtazapine,Tedizolid phosphate,1
Clomipramine,Suvorexant,1
Hydromorphone,Chlorothiazide,1
Ketorolac,Obinutuzumab,1
Phenytoin,Lamotrigine,1
Pancuronium,Flunarizine,1
Aliskiren,Nicorandil,1
Eletriptan,Boceprevir,1
Zolpidem,Quetiapine,1
Telithromycin,Vorapaxar,1
Thiothixene,Lorcaserin,1
Methohexital,Ethanol,1
Losartan,Molsidomine,1
Haloperidol,Escitalopram,1
Levorphanol,Bumetanide,1
Trichlormethiazide,Clomipramine,1
Erythromycin,Luliconazole,1
Estradiol,Eslicarbazepine acetate,1
Famotidine,Cefditoren,1
Dabigatran etexilate,Vortioxetine,1
Hydroxyzine,Pentazocine,1
Vincristine,Lomitapide,1
Pimecrolimus,Fluorouracil,1
Propofol,Mifepristone,1
Procyclidine,Hyoscyamine,1
Fluoxetine,Mesoridazine,1
Mitotane,Hydroxyprogesterone caproate,1
Methylprednisolone,Itraconazole,1
Phenobarbital,Romidepsin,1
Naratriptan,Tedizolid phosphate,1
Methotrexate,Carbenicillin,1
Stanolone,Saxagliptin,1
Morphine,Hydroflumethiazide,1
Loratadine,Perampanel,1
Eptifibatide,Pentosan polysulfate,1
Piroxicam,Lumacaftor,1
Perindopril,Tiaprofenic acid,1
Procyclidine,Solifenacin,1
Rifabutin,Linagliptin,1
Metformin,Quinine,1
Fondaparinux,Danaparoid,1
Hydromorphone,Thalidomide,1
Triamterene,Phenelzine,1
Acenocoumarol,Estrone sulfate,1
Bosentan,Suvorexant,1
Insulin glargine,Methyclothiazide,1
Tacrolimus,Danazol,1
Phenytoin,Oxycodone,1
Tacrolimus,Lomustine,1
Pentobarbital,Azilsartan medoxomil,1
Dofetilide,Bosutinib,1
Floxuridine,Parecoxib,1
Thioridazine,Eluxadoline,1
Etonogestrel,Gliquidone,1
Voriconazole,Rifampicin,1
Oxymorphone,Ammonium chloride,1
Molindone,Tedizolid phosphate,1
Methoxsalen,Tasimelteon,1
Methylprednisolone,Fosaprepitant,1
Botulinum toxin type A,Haloperidol,1
Tryptophan,Citalopram,1
Dronabinol,Fluphenazine,1
Reserpine,Molsidomine,1
Doxorubicin,Fusidic acid,1
Methylphenidate,Chlormezanone,1
Fondaparinux,Medroxyprogesterone acetate,1
Norethisterone,Alogliptin,1
Caffeine,Omega-3 fatty acids,1
Diazoxide,Canagliflozin,1
Sulindac,Heparin,1
Alfentanil,Bepridil,1
Clarithromycin,Simeprevir,1
Vitamin E,Indomethacin,1
Flunisolide,Diltiazem,1
Iron Dextran,Tiludronic acid,1
Tocilizumab,Enzalutamide,1
Calcitriol,Aminophylline,1
Imipramine,Mifepristone,1
Lorazepam,Oxycodone,1
Doxylamine,Remifentanil,1
Venlafaxine,Ketoprofen,1
Fludrocortisone,Tofacitinib,1
Treprostinil,Mefenamic acid,1
Clavulanic acid,Streptomycin,1
Delavirdine,Rilpivirine,1
Midazolam,Hydrocodone,1
Octreotide,Verapamil,1
Primidone,Minocycline,1
Mepivacaine,Doxofylline,1
Darunavir,Barnidipine,1
Insulin glargine,Metolazone,1
Brimonidine,Iloperidone,1
Bexarotene,Ruxolitinib,1
Mephentermine,Levonordefrin,1
Secretin human,Homatropine,1
Ritonavir,Nebivolol,1
Ticlopidine,Iloperidone,1
Procarbazine,Fencamfamin,1
Bosutinib,Boceprevir,1
Erythromycin,Vildagliptin,1
Ropinirole,Meperidine,1
Vancomycin,Flurbiprofen,1
Phenelzine,Insulin human,1
Idarubicin,Metamizole,1
Frovatriptan,Carphenazine,1
Phentermine,Aripiprazole,1
Streptokinase,Vorapaxar,1
Haloperidol,Conivaptan,1
Ixabepilone,Fosaprepitant,1
Droperidol,Diphenhydramine,1
Dyphylline,Tedizolid phosphate,1
Itraconazole,Vilazodone,1
Methylphenidate,Clomipramine,1
Metoprolol,Cobicistat,1
Conivaptan,Colchicine,1
Thalidomide,Nitrazepam,1
Trastuzumab,Corticotropin,1
Moexipril,Azathioprine,1
Dabigatran etexilate,Eliglustat,1
Ergoloid mesylate,Telaprevir,1
Nisoldipine,Netupitant,1
Lamotrigine,Phentolamine,1
Reserpine,Methohexital,1
Amphetamine,Theophylline,1
Benazepril,Trichlormethiazide,1
Hydroxyzine,Methotrimeprazine,1
Glimepiride,Histrelin,1
Gemtuzumab ozogamicin,Denosumab,1
Mifepristone,Osimertinib,1
Nimodipine,Fosphenytoin,1
Fluconazole,Dantrolene,1
Lipoic acid,Alogliptin,1
Sildenafil,Bosentan,1
Fluvoxamine,Tranylcypromine,1
Zopiclone,Simeprevir,1
Methylphenidate,Pindolol,1
Ketoconazole,Suvorexant,1
Paroxetine,Eliglustat,1
Porfimer sodium,Naproxen,1
Amsacrine,Sipuleucel-T,1
Carbamazepine,Irinotecan,1
Thioridazine,Bromocriptine,1
Goserelin,Risperidone,1
Heparin,Mestranol,1
Mirabegron,Edoxaban,1
Meperidine,Acepromazine,1
Metoprolol,Cimetidine,1
Norepinephrine,Phenelzine,1
Scopolamine,Minocycline,1
Fludrocortisone,Ketoconazole,1
Vancomycin,Atracurium besylate,1
Paricalcitol,Ketoconazole,1
Lorazepam,Paroxetine,1
Felodipine,Dabrafenib,1
Butorphanol,Buprenorphine,1
Secretin human,Desipramine,1
Atazanavir,Silodosin,1
Ceftibuten,Zinc gluconate,1
Mitotane,Tetracycline,1
Pimozide,Methotrimeprazine,1
Estrone sulfate,Siltuximab,1
Pyrimethamine,Trifluoperazine,1
Flupentixol,Buprenorphine,1
Carbinoxamine,Cimetropium,1
Hydrocodone,Enzalutamide,1
Methadone,Flurazepam,1
Procyclidine,Moclobemide,1
Nortriptyline,Rotigotine,1
Ranitidine,Prasugrel,1
Isosorbide mononitrate,Luliconazole,1
Esmolol,Diazoxide,1
Tramadol,Eluxadoline,1
Moclobemide,Zuclopenthixol,1
Sulpiride,Carbinoxamine,1
Sirolimus,Captopril,1
Etodolac,Balsalazide,1
Baclofen,Alfentanil,1
Vancomycin,Gentamicin,1
Aminosalicylic acid,Methotrexate,1
Tolmetin,Unoprostone,1
Prednisone,Insulin human,1
Methoxamine,Diethylpropion,1
Etodolac,Dasatinib,1
Potassium chloride,Oxybutynin,1
Brompheniramine,Sodium oxybate,1
Pirbuterol,Betahistine,1
Alfacalcidol,Magnesium citrate,1
Sulfadiazine,Oxandrolone,1
Hetacillin,Kanamycin,1
Tranylcypromine,Vortioxetine,1
Delavirdine,Fesoterodine,1
Nadolol,Pirbuterol,1
Isradipine,Mifepristone,1
Efavirenz,Saquinavir,1
Benzquinamide,Tetrabenazine,1
Nifedipine,Simeprevir,1
Butabarbital,Isosorbide mononitrate,1
Ibritumomab tiuxetan,Milnacipran,1
Lovastatin,Danazol,1
Dronabinol,Tiagabine,1
Promethazine,Acepromazine,1
Esmolol,Cabergoline,1
Methyclothiazide,Chlorpropamide,1
Theophylline,Naphazoline,1
Cimetidine,Prenylamine,1
Insulin human,Citalopram,1
Morphine,Fesoterodine,1
Meperidine,N/A,1
Quinine,Clevidipine,1
Fluoxetine,Nortriptyline,1
Tasimelteon,Stiripentol,1
Sotalol,Propafenone,1
Methadone,Tofisopam,1
Mycophenolate mofetil,Magnesium oxide,1
Droperidol,Carbamazepine,1
Dihydroergotamine,Olanzapine,1
Warfarin,Methimazole,1
Peginterferon alfa-2b,Pegloticase,1
Pramipexole,Desipramine,1
Dexamethasone,Simeprevir,1
Itraconazole,Cabozantinib,1
Venlafaxine,Guanfacine,1
Nitrendipine,Magnesium salicylate,1
Linezolid,Orciprenaline,1
Phenylpropanolamine,Levonordefrin,1
Lorazepam,Ramelteon,1
Pantoprazole,Cimetidine,1
Trastuzumab,Pentostatin,1
Streptokinase,Venlafaxine,1
Sulfisoxazole,Mecamylamine,1
Theophylline,Olodaterol,1
Phenprocoumon,Omega-3 fatty acids,1
Sparfloxacin,Insulin human,1
Nabilone,Lurasidone,1
Clenbuterol,Metamfetamine,1
Fluvoxamine,Ergometrine,1
Nelfinavir,Quetiapine,1
Methotrexate,Salsalate,1
Hydroxyprogesterone caproate,Dabrafenib,1
Crizotinib,Sonidegib,1
Bisoprolol,Levodopa,1
Methotrimeprazine,Metamfetamine,1
Methotrexate,Lumacaftor,1
Magnesium sulfate,Gabapentin,1
Diclofenac,Phenobarbital,1
Cladribine,Denosumab,1
Valsartan,Doxazosin,1
Bexarotene,Tolvaptan,1
Valproic acid,Felbamate,1
Procyclidine,Profenamine,1
Acetazolamide,Memantine,1
Infliximab,Vancomycin,1
Hyaluronidase (ovine),Dexamethasone,1
Metformin,Dabrafenib,1
Lovastatin,Fosamprenavir,1
Amlodipine,Fusidic acid,1
Amiloride,Diazoxide,1
Quinidine,Telithromycin,1
Valsartan,Piroxicam,1
Celecoxib,Sparfloxacin,1
Ropinirole,Methocarbamol,1
Chlordiazepoxide,Paroxetine,1
Aldesleukin,Apraclonidine,1
Pemetrexed,Ibuprofen,1
Felodipine,Heptabarbital,1
Dasatinib,Crizotinib,1
Zolmitriptan,Mesoridazine,1
Fentanyl,Atazanavir,1
Brimonidine,Zopiclone,1
Olmesartan,Aliskiren,1
Glimepiride,Epinephrine,1
Ziprasidone,Venlafaxine,1
Vitamin A,Isotretinoin,1
Dronedarone,Saxagliptin,1
Glyburide,Lumacaftor,1
Mitoxantrone,Teriflunomide,1
Vorinostat,Saxagliptin,1
Pamidronic acid,Gentamicin,1
Heparin,Sulodexide,1
Clozapine,Fluoxetine,1
Triamterene,Sulindac,1
Protriptyline,Zuclopenthixol,1
Ramipril,Obinutuzumab,1
Etonogestrel,Thalidomide,1
Phenelzine,Pramlintide,1
Saquinavir,Etizolam,1
Paroxetine,Zonisamide,1
Nizatidine,Cefditoren,1
Diazoxide,Linagliptin,1
Nabilone,Fenoterol,1
Cimetidine,Clomipramine,1
Propranolol,Cobicistat,1
Metoprolol,Nilotinib,1
Pentoxifylline,Cilostazol,1
Perflutren,Ivabradine,1
Glucagon,Methotrimeprazine,1
Dipivefrin,Nortriptyline,1
Azathioprine,Mercaptopurine,1
Nelfinavir,Regorafenib,1
Bexarotene,Lomitapide,1
Leuprolide,Ondansetron,1
Perindopril,Iron Dextran,1
Meloxicam,Drospirenone,1
Tenecteplase,Piroxicam,1
Citric acid,Vortioxetine,1
Reserpine,Methylphenidate,1
Telmisartan,Diazoxide,1
Fentanyl,Ketoconazole,1
Hydrocodone,Oxymorphone,1
Bromazepam,Deferasirox,1
Methohexital,Tizanidine,1
Botulinum toxin type A,Tobramycin,1
Carbachol,Physostigmine,1
Amitriptyline,Phendimetrazine,1
Goserelin,Venlafaxine,1
Bendroflumethiazide,Vildagliptin,1
Framycetin,Etodolac,1
Risperidone,Quinagolide,1
Carbinoxamine,Mianserin,1
Calcium chloride,Amrinone,1
Levetiracetam,Sodium oxybate,1
Lipoic acid,Magnesium oxide,1
Fentanyl,Fluspirilene,1
Theophylline,Fludiazepam,1
Cocaine,Hydrocodone,1
Fluticasone propionate,Tacrolimus,1
Irbesartan,Levodopa,1
Nebivolol,Eliglustat,1
Ethyl biscoumacetate,Obinutuzumab,1
Fluconazole,Nifedipine,1
Leuprolide,Dapagliflozin,1
Dihydroergotamine,Clozapine,1
Diethylpropion,Fenoterol,1
Calcium acetate,Lisdexamfetamine,1
Clozapine,Metamfetamine,1
Theophylline,Carbimazole,1
Guanidine,Cimetropium,1
Loxapine,Clomipramine,1
Fluoxetine,Carbamazepine,1
Procarbazine,Tedizolid phosphate,1
Zolpidem,Trimipramine,1
Alfentanil,Acepromazine,1
Amitriptyline,Sulindac,1
Delavirdine,Dabrafenib,1
Itraconazole,Prenylamine,1
Benazepril,Amifostine,1
Loratadine,Trichlormethiazide,1
Quinine,Spiramycin,1
Remoxipride,Benzphetamine,1
Trimethobenzamide,Eluxadoline,1
Digoxin,Oxaprozin,1
Hydrocodone,Pomalidomide,1
Fosamprenavir,Lurasidone,1
Valproic acid,Salicylic acid,1
Betaxolol,Tranylcypromine,1
Lovastatin,Tipranavir,1
Ropinirole,Butorphanol,1
Altretamine,Roflumilast,1
Rocuronium,Colistimethate,1
Epinephrine,Dextroamphetamine,1
Dapoxetine,Vilazodone,1
Tioguanine,Balsalazide,1
Oxytetracycline,Magnesium salicylate,1
Dronabinol,Salbutamol,1
Cisatracurium,Netilmicin,1
Clonazepam,Luliconazole,1
Flecainide,Abiraterone,1
Topotecan,Simeprevir,1
Nadolol,Methacholine,1
Fosphenytoin,Abiraterone,1
Lorazepam,Prochlorperazine,1
Carbamazepine,Bedaquiline,1
Salbutamol,Trichlormethiazide,1
Obinutuzumab,Desirudin,1
Baclofen,Vigabatrin,1
Linezolid,Metamizole,1
Goserelin,Nortriptyline,1
Protriptyline,Perampanel,1
Amoxapine,Magnesium sulfate,1
Octreotide,Insulin aspart,1
Buspirone,Rotigotine,1
Botulinum toxin type A,Chlorpheniramine,1
Natalizumab,Leflunomide,1
Efavirenz,Fosamprenavir,1
Ethanol,Gabapentin enacarbil,1
Desmopressin,Sufentanil,1
Hydrocortisone,Rifampicin,1
Nisoldipine,Nafcillin,1
Salmeterol,Ceritinib,1
Droperidol,Tedizolid phosphate,1
Baclofen,Chlorpheniramine,1
Gliquidone,Paliperidone,1
Abiraterone,Ledipasvir,1
Methohexital,Eprosartan,1
Chlordiazepoxide,Siltuximab,1
Efavirenz,Bupropion,1
Telithromycin,Tofacitinib,1
Rifaximin,Lapatinib,1
Amphetamine,Lurasidone,1
Goserelin,Eliglustat,1
Tositumomab,Ethyl biscoumacetate,1
Rifampicin,Panobinostat,1
Acenocoumarol,Meticillin,1
Torasemide,Lopinavir,1
Spiramycin,Netupitant,1
Clopidogrel,Dasatinib,1
Insulin aspart,Insulin human,1
Deferasirox,Dienogest,1
Leuprolide,Buserelin,1
Ethosuximide,Minocycline,1
Nabilone,Scopolamine,1
Rocuronium,Netilmicin,1
Cisapride,Ethanol,1
Saquinavir,Axitinib,1
Desmopressin,Nalbuphine,1
St. John's Wort,Dolutegravir,1
Rivaroxaban,Floctafenine,1
Flurbiprofen,Heparin,1
Ritonavir,Alosetron,1
Ifosfamide,Darunavir,1
Nabumetone,Fondaparinux,1
Methsuximide,Luliconazole,1
Citalopram,Galantamine,1
Dronabinol,Tapentadol,1
Imatinib,Sonidegib,1
Citalopram,Amantadine,1
Promazine,Cathinone,1
Abciximab,Estradiol,1
Nortriptyline,Cobicistat,1
Pimozide,Tiotropium,1
Adalimumab,Aminophylline,1
Aprepitant,Deferasirox,1
Hydroxyzine,Estazolam,1
Pentostatin,Tacrolimus,1
Butalbital,Nimodipine,1
Trazodone,Acepromazine,1
Felodipine,Clarithromycin,1
Penbutolol,Nicorandil,1
Rifabutin,Dabrafenib,1
Carbamazepine,Linagliptin,1
Repaglinide,Asenapine,1
Amphetamine,Arformoterol,1
Insulin detemir,Nilotinib,1
Busulfan,Leflunomide,1
Caffeine,Linezolid,1
Dofetilide,Sevoflurane,1
Chlorzoxazone,Tapentadol,1
Salmeterol,Arformoterol,1
Pentobarbital,Methazolamide,1
Fluphenazine,Aluminum hydroxide,1
Primidone,Daclatasvir,1
Dronabinol,Guanfacine,1
Trimethoprim,Tolbutamide,1
Quinapril,Icatibant,1
Ketorolac,Mefenamic acid,1
Ketoconazole,Ibrutinib,1
Benzphetamine,Aspirin,1
Dextromethorphan,Fencamfamin,1
Insulin detemir,Insulin glulisine,1
Doxylamine,Felbamate,1
Clarithromycin,Lurasidone,1
Tryptophan,Moclobemide,1
Etodolac,Pralatrexate,1
Atazanavir,Regorafenib,1
Tipranavir,Eluxadoline,1
Denosumab,Basil,1
Isoniazid,Doxorubicin,1
Etacrynic acid,Probenecid,1
Gentamicin,Pivampicillin,1
Morphine,Amitriptyline,1
Frovatriptan,Dapoxetine,1
Framycetin,Naproxen,1
Testosterone,Acenocoumarol,1
Bexarotene,Primaquine,1
Tramadol,Cinacalcet,1
Protriptyline,Sodium oxybate,1
Warfarin,Salsalate,1
Dihydroergotamine,Chlormezanone,1
Amitriptyline,Batimastat,1
Mifepristone,Mirabegron,1
Ranolazine,Imatinib,1
Nabilone,Clonazepam,1
Thioridazine,Milnacipran,1
